0,6.541567321,73.53090264
1,68.16366462,99.15400368
2,79.73583809,84.55064389
3,34.6166889,48.94369869
4,98.41627412,74.07807629
5,17.57316284,85.32280511
6,48.1365863,59.33591372
7,48.09810724,67.69572849
8,81.9625311,72.2538206
9,89.24290593,96.6753017
10,43.19476228,12.69858372
11,56.19534808,99.67555383
12,31.2146084,0.785840084
13,20.13283856,53.3841989
14,46.86249302,26.33813005
15,18.34613962,20.94067215
16,60.84122522,0.401663484
17,5.799022621,5.466530587
18,22.07164939,33.35854458
19,26.59524916,26.08883491
